epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.98703,4.11384,5.89151,2.3126,0,0,0,0,4.03825,9.10753,1.77399,0,0,0
2,5.39302,3.94087,5.13795,1.89694,0,0,0,0,4.00975,8.93999,1.74876,1.23763e-05,1.23763e-05,1.23763e-05
3,7.76602,3.94882,5.56431,1.86916,0,0,0,0,3.87517,8.50366,1.66595,2.4505e-05,2.4505e-05,2.4505e-05
4,10.154,3.17805,4.58074,1.39131,0,0,0,0,3.68033,8.08587,1.55471,3.63862e-05,3.63862e-05,3.63862e-05
5,12.538,3.32102,4.34745,1.36022,0,0,0,0,3.40716,7.59685,1.41176,4.802e-05,4.802e-05,4.802e-05
6,14.902,2.62459,4.64192,1.2111,0,0,0,0,3.09447,7.24858,1.26289,5.94062e-05,5.94062e-05,5.94062e-05
7,17.2875,2.80302,4.26716,1.10063,0,0,0,0,2.62209,6.9586,1.12397,7.0545e-05,7.0545e-05,7.0545e-05
8,19.8359,2.50448,4.53872,0.97617,0,0,0,0,2.11571,7.04148,1.02024,8.14362e-05,8.14362e-05,8.14362e-05
9,22.3919,2.56596,4.11244,1.05288,0,0,0,0,1.86654,6.82595,0.9831,9.208e-05,9.208e-05,9.208e-05
10,25.0439,2.57363,4.05269,0.96536,0,0,0,0,1.94771,6.92744,0.95524,0.000102476,0.000102476,0.000102476
11,27.6089,2.5736,3.80277,1.04247,0,0,0,0,2.30215,7.07829,0.96932,0.000112625,0.000112625,0.000112625
12,30.1269,2.36228,4.06,1.01224,0,0,0,0,2.48795,7.1695,0.9696,0.000122526,0.000122526,0.000122526
13,32.6414,2.25846,3.63082,0.96107,0,0,0,0,1.98603,7.61235,0.90726,0.00013218,0.00013218,0.00013218
14,35.1894,2.35865,3.30024,1.01476,0,0,0,0,1.84618,7.54142,0.89471,0.000141586,0.000141586,0.000141586
15,37.7194,2.21552,3.83883,0.99913,0,0,0,0,1.64474,7.38779,0.88166,0.000150745,0.000150745,0.000150745
16,40.2374,2.60055,2.98457,1.03583,0,0,0,0,1.47322,7.48154,0.86951,0.000159656,0.000159656,0.000159656
17,42.8279,1.97401,2.75774,0.94001,0,0,0,0,1.42721,7.1974,0.87325,0.00016832,0.00016832,0.00016832
18,45.3259,1.87731,2.99223,0.92867,0,0,0,0,1.42721,7.1974,0.87325,0.000176736,0.000176736,0.000176736
19,47.9269,1.82648,2.46422,0.96735,0,0,0,0,1.42533,6.8833,0.87885,0.000184905,0.000184905,0.000184905
20,50.5469,2.13687,2.88119,0.91998,0,0,0,0,1.42533,6.8833,0.87885,0.000192826,0.000192826,0.000192826
