epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1028.84,4.45257,15.4125,0.78847,0,0,0,0,3.52138,9.3778,0.86674,0.00033425,0.00033425,0.00033425
39,1055.66,4.02171,16.3625,0.79705,0,0,0,0,3.49549,9.34309,0.86698,0.0003095,0.0003095,0.0003095
40,1083.45,4.17919,13.0386,0.86521,0,0,0,0,3.46252,9.30587,0.86886,0.00028475,0.00028475,0.00028475
41,1111.15,4.07392,15.5644,0.81388,0,0,0,0,3.51313,9.40582,0.87272,0.00026,0.00026,0.00026
42,1137.75,3.85405,24.0855,0.73751,0,0,0,0,3.61728,9.51059,0.87775,0.00023525,0.00023525,0.00023525
43,1165.11,3.89072,16.3884,0.80524,0,0,0,0,3.56818,9.44066,0.8765,0.0002105,0.0002105,0.0002105
44,1191.49,4.1042,22.3938,0.78947,0,0,0,0,3.35173,9.17786,0.87121,0.00018575,0.00018575,0.00018575
45,1216.97,4.79918,22.9085,0.80898,0,0,0,0,3.2939,9.11008,0.87009,0.000161,0.000161,0.000161
46,1243.79,4.09614,18.6766,0.83152,0,0,0,0,3.19621,8.9857,0.86752,0.00013625,0.00013625,0.00013625
47,1270.38,4.07031,14.4716,0.83517,0,0,0,0,3.17743,8.95538,0.86691,0.0001115,0.0001115,0.0001115
48,1295.73,4.18131,17.9798,0.82976,0,0,0,0,3.17594,8.93516,0.86691,8.675e-05,8.675e-05,8.675e-05
49,1322.25,4.47584,16.9772,0.85259,0,0,0,0,3.1834,8.9352,0.86715,6.2e-05,6.2e-05,6.2e-05
50,1349.23,4.38203,13.7542,0.79452,0,0,0,0,3.19192,8.93774,0.86732,3.725e-05,3.725e-05,3.725e-05
