epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,791.385,0.40472,0.40326,0.84178,0.99238,1,0.995,0.96151,0.34583,0.37153,0.80936,0.00053225,0.00053225,0.00053225
60,805.478,0.4093,0.41942,0.85753,0.99224,1,0.995,0.93889,0.341,0.36053,0.80475,0.000519875,0.000519875,0.000519875
61,819.278,0.39592,0.3844,0.8235,0.99224,1,0.995,0.93889,0.341,0.36053,0.80475,0.0005075,0.0005075,0.0005075
62,832.848,0.39524,0.39491,0.83749,0.99238,1,0.995,0.93902,0.33764,0.35948,0.8044,0.000495125,0.000495125,0.000495125
63,846.354,0.40696,0.41988,0.85416,0.99332,1,0.995,0.94527,0.33198,0.35617,0.8036,0.00048275,0.00048275,0.00048275
64,860.018,0.3934,0.41321,0.83986,0.99269,1,0.995,0.94676,0.33651,0.36671,0.80472,0.000470375,0.000470375,0.000470375
65,873.511,0.39813,0.40383,0.86726,0.99269,1,0.995,0.94676,0.33651,0.36671,0.80472,0.000458,0.000458,0.000458
66,887.069,0.38889,0.40605,0.83389,0.99111,1,0.995,0.94673,0.33302,0.36033,0.80266,0.000445625,0.000445625,0.000445625
67,901.662,0.40655,0.3876,0.83246,0.98864,1,0.995,0.9444,0.32869,0.34461,0.79931,0.00043325,0.00043325,0.00043325
68,916.857,0.39824,0.40358,0.85153,0.98735,1,0.995,0.94584,0.33279,0.35743,0.79916,0.000420875,0.000420875,0.000420875
69,931.582,0.37184,0.39737,0.81685,0.98735,1,0.995,0.94584,0.33279,0.35743,0.79916,0.0004085,0.0004085,0.0004085
70,945.791,0.3893,0.40489,0.84193,0.98884,1,0.995,0.94759,0.33204,0.35094,0.7988,0.000396125,0.000396125,0.000396125
71,959.719,0.39323,0.41088,0.8439,0.99192,1,0.995,0.9499,0.32683,0.33582,0.79817,0.00038375,0.00038375,0.00038375
72,973.868,0.39684,0.39431,0.86343,0.99403,1,0.995,0.95183,0.32494,0.34028,0.79773,0.000371375,0.000371375,0.000371375
73,988.101,0.38185,0.39199,0.84304,0.99403,1,0.995,0.95183,0.32494,0.34028,0.79773,0.000359,0.000359,0.000359
74,1001.81,0.38083,0.39906,0.83426,0.99416,1,0.995,0.95204,0.32645,0.34843,0.79841,0.000346625,0.000346625,0.000346625
75,1014.89,0.37614,0.37878,0.83925,0.99415,1,0.995,0.94695,0.33015,0.33977,0.79965,0.00033425,0.00033425,0.00033425
76,1028.15,0.36076,0.37712,0.8312,0.99336,1,0.995,0.94763,0.33185,0.33701,0.79898,0.000321875,0.000321875,0.000321875
77,1041.25,0.36978,0.35948,0.8149,0.99336,1,0.995,0.94763,0.33185,0.33701,0.79898,0.0003095,0.0003095,0.0003095
78,1054.09,0.39063,0.3968,0.85046,0.99199,1,0.995,0.96395,0.32926,0.32771,0.79669,0.000297125,0.000297125,0.000297125
79,1066.84,0.38458,0.36788,0.84102,0.99006,1,0.995,0.95084,0.33032,0.33556,0.79711,0.00028475,0.00028475,0.00028475
80,1079.85,0.37728,0.36706,0.81998,0.98889,1,0.995,0.96077,0.32561,0.34319,0.79632,0.000272375,0.000272375,0.000272375
81,1092.9,0.36955,0.38619,0.81579,0.98889,1,0.995,0.96077,0.32561,0.34319,0.79632,0.00026,0.00026,0.00026
82,1105.84,0.37709,0.3641,0.83053,0.98891,1,0.995,0.94907,0.32344,0.34738,0.79641,0.000247625,0.000247625,0.000247625
83,1118.59,0.39106,0.39958,0.8501,0.98825,1,0.995,0.95213,0.33162,0.35342,0.79834,0.00023525,0.00023525,0.00023525
84,1131.4,0.38806,0.3994,0.84496,0.98845,1,0.995,0.95304,0.32731,0.35211,0.79766,0.000222875,0.000222875,0.000222875
85,1144.02,0.37789,0.37551,0.83769,0.98845,1,0.995,0.95304,0.32731,0.35211,0.79766,0.0002105,0.0002105,0.0002105
86,1156.86,0.35167,0.35796,0.83038,0.98866,1,0.995,0.95408,0.31473,0.34474,0.79454,0.000198125,0.000198125,0.000198125
87,1169.87,0.358,0.35598,0.82993,0.98907,1,0.995,0.95583,0.3115,0.34653,0.79427,0.00018575,0.00018575,0.00018575
88,1182.81,0.38519,0.37339,0.83442,0.98925,1,0.995,0.95581,0.31334,0.34718,0.79478,0.000173375,0.000173375,0.000173375
89,1195.56,0.37265,0.36924,0.84017,0.98925,1,0.995,0.95581,0.31334,0.34718,0.79478,0.000161,0.000161,0.000161
90,1208.76,0.34202,0.33866,0.82625,0.98812,1,0.995,0.95545,0.31021,0.34419,0.79456,0.000148625,0.000148625,0.000148625
91,1221.84,0.35576,0.40556,0.84094,0.9873,1,0.995,0.95286,0.31092,0.34844,0.79544,0.00013625,0.00013625,0.00013625
92,1234.76,0.35105,0.38622,0.84768,0.98747,1,0.995,0.94712,0.32858,0.36286,0.79984,0.000123875,0.000123875,0.000123875
93,1247.21,0.34603,0.37405,0.82191,0.98747,1,0.995,0.94712,0.32858,0.36286,0.79984,0.0001115,0.0001115,0.0001115
94,1259.68,0.35078,0.3836,0.83665,0.98812,1,0.995,0.93303,0.34346,0.37041,0.80386,9.9125e-05,9.9125e-05,9.9125e-05
95,1272.05,0.35082,0.39982,0.8473,0.98915,1,0.995,0.92668,0.34562,0.36738,0.80411,8.675e-05,8.675e-05,8.675e-05
96,1284.62,0.34872,0.38916,0.84415,0.9886,1,0.995,0.9379,0.33686,0.35794,0.80128,7.4375e-05,7.4375e-05,7.4375e-05
97,1297.23,0.36014,0.40023,0.85928,0.9886,1,0.995,0.9379,0.33686,0.35794,0.80128,6.2e-05,6.2e-05,6.2e-05
98,1310.42,0.3449,0.37571,0.82688,0.98846,1,0.995,0.9547,0.3275,0.34896,0.79886,4.9625e-05,4.9625e-05,4.9625e-05
99,1323.31,0.3539,0.38821,0.84788,0.98855,1,0.995,0.95751,0.31871,0.34078,0.79628,3.725e-05,3.725e-05,3.725e-05
100,1335.69,0.34467,0.3694,0.84046,0.98877,1,0.995,0.94871,0.31351,0.33474,0.79445,2.4875e-05,2.4875e-05,2.4875e-05
