epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.4541,1.32866,1.46496,1.18951,0.86185,0.65522,0.83614,0.60706,0.99234,1.38511,1.11379,0.0001,0.0001,0.0001
2,91.5483,0.93878,1.09346,0.99298,0.89003,0.84151,0.92982,0.61067,1.07229,1.14069,1.06887,0.000210396,0.000210396,0.000210396
3,132.472,0.82926,0.91075,0.94946,0.87472,0.97857,0.96821,0.77525,0.70892,0.97179,0.93032,0.000318565,0.000318565,0.000318565
4,173.865,0.77001,0.85842,0.94812,0.88879,0.90657,0.94905,0.75059,0.80397,1.01034,0.90815,0.000424506,0.000424506,0.000424506
5,215.691,0.75553,0.82342,0.92224,0.90236,1,0.96071,0.78787,0.69076,0.76208,0.88229,0.00052822,0.00052822,0.00052822
6,260.738,0.76291,0.81144,0.90483,0.82354,0.95191,0.98292,0.73691,0.7427,0.98679,0.8556,0.000629706,0.000629706,0.000629706
7,304.729,0.75145,0.81726,0.89662,0.90905,0.99964,0.98235,0.82553,0.64599,0.7464,0.85579,0.000728965,0.000728965,0.000728965
8,349.298,0.68683,0.74834,0.8961,0.97824,1,0.99097,0.83684,0.62978,0.65665,0.84241,0.000825996,0.000825996,0.000825996
9,392.5,0.66132,0.6844,0.87916,0.96539,0.94821,0.995,0.7635,0.75996,0.86029,0.86074,0.0009208,0.0009208,0.0009208
10,435.91,0.64256,0.68698,0.86859,0.98614,0.979,0.995,0.84199,0.64984,0.66141,0.83954,0.00101338,0.00101338,0.00101338
11,479.942,0.62744,0.65146,0.87027,0.97212,0.9758,0.98997,0.80976,0.73618,0.62851,0.87278,0.00110373,0.00110373,0.00110373
12,523.609,0.72532,0.62091,0.8609,0.98127,0.79509,0.88894,0.64918,0.79864,1.26367,0.88259,0.00111388,0.00111388,0.00111388
13,566.346,0.63442,0.59249,0.85595,0.99544,0.99493,0.995,0.78798,0.74067,0.61427,0.86054,0.0011015,0.0011015,0.0011015
14,607.702,0.63487,0.60441,0.83968,0.95144,0.97099,0.9925,0.83247,0.58911,0.6574,0.8002,0.00108913,0.00108913,0.00108913
15,650.295,0.6657,0.60114,0.85972,0.93604,0.94151,0.99207,0.82153,0.60045,0.76646,0.8016,0.00107675,0.00107675,0.00107675
16,692.558,0.64538,0.58928,0.85506,0.96871,0.92995,0.98972,0.84472,0.56204,0.6026,0.8035,0.00106437,0.00106437,0.00106437
17,736.61,0.65396,0.59342,0.86624,0.97435,0.99847,0.99461,0.85249,0.54006,0.5534,0.80025,0.001052,0.001052,0.001052
18,780.782,0.64622,0.58615,0.8555,0.99501,0.98461,0.99461,0.82582,0.63649,0.58188,0.83296,0.00103962,0.00103962,0.00103962
19,824.466,0.62852,0.55657,0.85062,0.97694,0.99628,0.99461,0.85054,0.5124,0.50226,0.78927,0.00102725,0.00102725,0.00102725
20,867.29,0.64797,0.52641,0.83693,0.95842,1,0.98378,0.84003,0.52742,0.55396,0.7942,0.00101488,0.00101488,0.00101488
21,909.354,0.60796,0.50279,0.84428,0.94194,1,0.97971,0.827,0.51938,0.54217,0.78887,0.0010025,0.0010025,0.0010025
